product_description,product_url,image_url,price,delivery_time,pickup_availability,cancellation_policy,product_status,product_views,
Samsung Galaxy A13 64GB 5G LTE weiß entsperrt Android Smartphone GUT UK A12,https://www.ebay.de/itm/306287166983?_skw=phones&epid=7056116211&itmmeta=01K02B3VYVKNFKQ1H2VG9RNP90&hash=item4750234607:g:WIsAAOSwFWVn7Cnf&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cWUcXUCDCX%2F4qNTD0Y36vbfMKJJqrHZT6grSdByIPns9DkaOtMmOAq%2FEH1zDCg3ZTE38lHWLN%2BqxVshnhGxo%2Bj%2FISexmtd81DPdurMVCh7zoXkCxSfQQqwVop47zD7j1mkDI9z00u5QCfS8nz%2FICV3DV2DwGU4Nh1zT%2FNDezdDNZ8WjQB69hQIOdy5ORuERzfOe5JxfR4uviUKNqDrB%2FZmxqY6T5VhvPoTbhZfyX8E7txJY92PiVdUIIm0U1up%2BUWPWsY3wCKdEzH5gzgqrPDH%7Ctkp%3ABFBM-L-Py4Bm,https://i.ebayimg.com/images/g/WIsAAOSwFWVn7Cnf/s-l500.webp," 103,76",Not Applicable,N/A,Return Not Possible,Direkt von store,1,
Nothing Phone (2) - 512GB - Weiß (Ohne Simlock) (Dual SIM),https://www.ebay.de/itm/197521121578?_skw=phones&epid=15063015739&itmmeta=01K02B3VYV29MST1WE8Y1N5G6Y&hash=item2dfd2d212a:g:5AQAAOSwnuhlOYR1&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fiJ1Sfrb3slte2xs5dE4XfiMYZISUPaEPnPfUL8%2FTDEjV7GaqiqSU5UKR4ylnsgyFLDXd4sitn0FOuPUB%2B0XibR5nJFzOF3r3jMQxqTCeG%2FGULwqb5QUiEgRztGWZe%2BICBI%2FEHTIsfUh%2FnBi13JjEs%2B3mEtH70097cViESDliJd0aFyzSsCUH9ZxKJy3WbgQlXo0NHnTrkTmhnGIDFvrpQlS7f0kNpviqt6FMW7DXPE5VCugdTbQdaoeMoXiW4fuINnzqA5X6rOmMcUsE9%2BFjG%7Ctkp%3ABk9SR_i_j8uAZg,https://i.ebayimg.com/images/g/5AQAAOSwnuhlOYR1/s-l500.webp," 499,00",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Sagem MY310X,https://www.ebay.de/itm/376384960341?_skw=phones&epid=101787577&itmmeta=01K02B3VYVG59D97X1XRJE52W7&hash=item57a24ab755:g:HHIAAeSwTUtoaPo-&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fpPeDvIZr4vKyJiik5fu7k0YxgqBro1%2BS8wiLfFCfRCczBiVqEW6Kyi6lnt%2FBZ2vdvJGFseN8f4zKHTtErzzAJ%2BgJE9ns6PUeqap9p2CRL%2FFjYIIH3xHghjbRRNOKM7JAFeFK9DLPd9w2JyIGeCrZGYVvx1YsfkqaN8%2B7iKdPkbajJAwYgztVLG%2FZjGk1rh7nCGQeH%2B79v4US76zBZYFEoolf3qHSu0ABj94X7YzT0Vqm%2BOp75c6HLJqzise7O90ycEvuhVNx4Llavspfokrnm%7Ctkp%3ABFBM-L-Py4Bm,https://i.ebayimg.com/images/g/HHIAAeSwTUtoaPo-/s-l500.webp," 65,00",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Nothing Phone 2a 256GB Neuwertig.,https://www.ebay.de/itm/406038969450?_skw=phones&itmmeta=01K02B3VYV7HAYB24F31QXVR91&hash=item5e89cefc6a:g:6aIAAeSwFI1oaBe4&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1criW1nWsRxEglWS86VDVJ005ny5rjeWGFcozeIF4q%2BHSOjvLtBEppTYCkaPs%2BB1HctIE2PXiuY7TOaACMKaTIXZdn8KR0D6WLgPC%2F%2BedHCJGrAAFz22iBgbD1RQ4oNk7zZaAAphRC6EQq%2ByFvVIJBv76H%2FhioCO6WLuJeW3Ld8LvYnRIN4utsPVaowY2PvvrE49x5EEIlQBD9%2FQQFIO%2FgRFJOdaVSNIUkZNdnkd9E24ak0fVIcwIXT5pb5IfWgPn9L%2FDNGgLVIS3b2g0dA7FfK%7Ctkp%3ABk9SR_i_j8uAZg,https://i.ebayimg.com/images/g/6aIAAeSwFI1oaBe4/s-l500.webp," 190,00",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Nokia  Lumia 930 - 32GB  & Windows Mobile 10  und inklusive WUT,https://www.ebay.de/itm/116669670193?_skw=phones&itmmeta=01K02B3VYVC1RCR7NESKXEW14X&hash=item1b2a0de331:g:TJsAAOSwYHNoXkHP&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c%2Bazfd8SFQTdeKWWm0OJ2W3V5lxB4z3WozGBUFgbmgEkgoMoe2ghT2TkPT6cg9ZYHAL%2BAC%2FnsS3N8L8M0iWcYKQ8TSUEQKLjpA5iu05Kx0dSc%2F6R3jEFNAh4DwmI57M6wT%2B5FXW8L%2BJpmMEmS48E4EFoWeZlIVWru34HR0ZB4sCIo3ieCOSRATLaqJzr2aq1jXr6J5e%2BgCJf3JoA9BI2iNobnzYcABRMoQq9mfmvEgsYJR1SDaQcq4%2BI9lfoqZZ9cpcFrsQzXQvbfmyPXbgLg%2F%7Ctkp%3ABk9SR_i_j8uAZg,https://i.ebayimg.com/images/g/TJsAAOSwYHNoXkHP/s-l500.webp," 35,99",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Old Phone • Flip • Klapphandy • Sammler • Motorola RAZR V3 Pink • Vintage ✅,https://www.ebay.de/itm/205465495072?_skw=phones&itmmeta=01K02B3VYVWAWQXCN0BTH8G8KH&hash=item2fd6b2a620:g:ugAAAeSwQlhoF3~k&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1czGtN6OYbwFDmbcOlOGYt062hzsmkJClqSVK%2BkbSXz%2BvUenvOi0h%2FpTliNJcm%2Fc%2FY2vK%2FcIKu145b%2BWztAcnYSfyWDb4b2YFmAy%2FZaa8u6gM1olrNvIInttMZelrDDXxCHH7tI8JlOjPh4Eeqcu%2F1wuoBQw2GVmlcI2oXGWeCgiXposifgOfLx46eETsa81q4xrLarSPomzuycKVuzJFG8jtozVVWmmKaMjKKVOWt1s4oTdK0uoclFnCDNuyh64nPshHFe6tucwBVHPjvYAGzr%7Ctkp%3ABk9SR_i_j8uAZg,https://i.ebayimg.com/images/g/ugAAAeSwQlhoF3~k/s-l500.webp," 49,90",Not Applicable,N/A,Return Not Possible,Direkt von store,15,
Top Handy Nokia Lumia 435 in schw./weiss (ohne Simlock) RM-1069 Windows Mobile,https://www.ebay.de/itm/365574941386?_skw=phones&itmmeta=01K02B3VYV8GTTFBHT3PKK7AE6&hash=item551df6eaca:g:nqIAAOSwuPVn8X8~&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1chY9N6ASyGT63DgxHDTc2Qbesp4WwUvVC0h2vENCS%2FpYsPTPkDE0wFZ%2FpbZo8uplXEx9AmJPWn0AwoCxcEcGQCwmlSHYMR0XNGgWOFOb7YYaqImPBEEclwqGCmNQevQ6lwcNnIcJ31NjEy%2F6uMNTOyZilfdsuXRV3aY6LhGkBOPmGOQOf59tNUEbvMCYfYTWeN%2FoRexlKa4vfHQ4wd6SN%2BTrTH1zCo%2FdTgvVjkMWMPLg%3D%3D%7Ctkp%3ABk9SR_i_j8uAZg,https://i.ebayimg.com/images/g/nqIAAOSwuPVn8X8~/s-l500.webp," 8,80",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
NOTHING Phone (2a) Plus 256 GB Grau Dual SIM DEMOGERÄT,https://www.ebay.de/itm/336023649724?_skw=phones&itmmeta=01K02B3VYVXQ0EF7AABSP8TTBN&hash=item4e3c91fdbc:g:Rc4AAOSwVFpoVA2m&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cXgz26OZkp2jWbi%2BBwJnvu8%2B4kNszB3784XP2UKvFPWmxK0JAGDnTjz8qB0O0IEfDmaY4TybQGBri5jMiZ24hdiquhTeK3hTRT5oyZAwExejckjd87SaXsVWVQxeCRodwsrrd%2BdZJ7XqiuL%2BF%2FbwN9tK%2FYGQdTMhczdIKahG3q7HqLf0aeLJ0s5qntS6F%2BEfWpjdqYlH2%2B3vT%2FGfQNj5Jib8sXL3aBvXzFK%2FJAbmd3dnOHgTqFMI55Baze7qprt3UnDKH4Y8lmGQYOjtzybznJ%7Ctkp%3ABk9SR_i_j8uAZg,https://i.ebayimg.com/images/g/Rc4AAOSwVFpoVA2m/s-l500.webp," 275,63",Not Applicable,Delievery to Pickup Point Possible,Seller Pays Return Shipping,Direkt von store,0,
Nothing Phone (2a) Dual SIM 256GB schwarz,https://www.ebay.de/itm/357243737374?_skw=phones&itmmeta=01K00FBEBVNZQCYRJ8FG9SC92N&hash=item532d62d51e:g:4~QAAeSwuvFoa8wg&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dNQrXvNPCNUO%2BTjti7SfmP2o%2By1hdlxGYqUsQrK%2FIyByWsjR9yLNi5gfbJko6AsHtoMOHDQdgFciY3gc%2F1fRjw%2FsPTcxYgUdSoX48QjP73U24kIEqEZFW2YE69v2o3Qluyyl88oHb42qw9tnJZDVIAJGDbjHyI0jcKnQb59FHPEK2HczAB3T0Rn3YCBFvDp3k8mCTZRiEYIc6qeiKHPql9wjEX%2FjO56RnZTAx%2FaYlfVg%3D%3D%7Ctkp%3ABk9SR77mrY-AZg,https://i.ebayimg.com/images/g/4~QAAeSwuvFoa8wg/s-l500.webp," 249,99",Gratis 2-3 Tage Lieferung,N/A,Seller Pays Return Shipping,Refurbished,0,
Gesperrt/DEFEKT/ Samsung Galaxy Xcover 4s G398F,https://www.ebay.de/itm/365635443728?_skw=phones&epid=2303826067&itmmeta=01K02B3VYVDJS6RP20XZPVEE7X&hash=item5521921c10:g:1vQAAeSwlNBoOHSU&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fXLoAVQBL949x897PoHbg0Fy0TbaWlqMiFbG40uArhHshPUNw1Bh2TOup233OO6LccEKEaRIh2tNMlebXKf%2FBNow7xu2uDA6ATqqRXGK4ePmb4%2Fmiv1hVDmqsiw3lTaEpMbcu7TVuEkom921%2FgPOZjgCVdoNNRPfPe0MoIkYx77ldUMUlmL5jyJOgoxgDpe5l7f7XcCf8s1Xjli0oNNeau1ZAKgc3zZmnGZvULB%2BqEP4b3IOnTq4wwtKvz9mMtPtqGo67nw0yF9PySGdBJY5j1%7Ctkp%3ABk9SR_i_j8uAZg,https://i.ebayimg.com/images/g/1vQAAeSwlNBoOHSU/s-l500.webp," 11,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
CAT S61 Single SIM 4G LTE 4/64GB Unlocked Android Smart Phone Schwarz,https://www.ebay.de/itm/376349621950?_skw=phones&epid=11021614520&itmmeta=01K02B3VYVGXAGZNEWV1Z81KP2&hash=item57a02f7ebe:g:SVwAAeSwzxBoUt0A&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eBXLVO5tsjAX6asPhrhYjlluX7k6wgo4r9pxuugpqMhSB7z5WOoCY1k4xAfnh%2FRr2EdeL2Qf4ZtY6T%2Fwgu7hu3PGkx7wsc6wi6rbNaPh3ASfDymXaFN1byiFr%2BEwH%2BWmy6fd0pOvbI4H2Rn%2BT1QUnvvY%2B67Aq0lxR3VPl976EI0IyOK08XsC8L6ljtsEu4jz6jyKhv0ZSSvEwJiEvTVwcJEUx%2Flm8EiQITgyGrjX1ZgQ%3D%3D%7Ctkp%3ABk9SR_i_j8uAZg,https://i.ebayimg.com/images/g/SVwAAeSwzxBoUt0A/s-l500.webp," 299,99",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,4,
Doro 780X 4G GSM einfache Bedienung mit nur DREI großen Direktwahltasten - NEU,https://www.ebay.de/itm/187075745240?_skw=phones&epid=28042576541&itmmeta=01K02B3VYVCPB5MQ6ZSFW0WFEE&hash=item2b8e9555d8:g:GnwAAOSwOpFoDCHL&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dXuWf8yWZOzfV%2FH5RUOGpC5ZhJCMqgpGsPwdNIWe9HHMYCJ7CaXoYTb6lBD%2FEKu63i2ApeRvpW97xtnADjTDzIZq41ARkeVMrHhRWOmTLw6iJ2%2FbaXotMlquwOW1k96brz%2FP2IOfxqkSHW05wXvoDSl6YMNkUg4FDjQ%2FWjjckGKgaFU4RS9R4HtWlQ7i%2BcwwlMooCZQbZhdF85z5xHzaS2bmmEsgXSZIVdTyfxokG8qg%3D%3D%7Ctkp%3ABk9SR_i_j8uAZg,https://i.ebayimg.com/images/g/GnwAAOSwOpFoDCHL/s-l500.webp," 129,99",Gratis 1-2 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
I Phone 11,https://www.ebay.de/itm/136126268774?_skw=phones&epid=17034267243&itmmeta=01K02B3VYVB4TJHY7SN91FEEXX&hash=item1fb1c20566:g:dUAAAeSwRidobWGF&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dINQcQgPHdQRqHNFblSbOGQodG9a6VbMkTDKVIqxwVjBPOcIyxU7PZDvl4X9JtdMQdDWn7f65E6HMhlqfszm%2BGYHOp%2BFEIihwXdlQIX4f2MBWc2sSkYNm5cSLaTFwgWUFxhlw2h9FMjGdWpyKGs9wGYI4uJS4DR8WRCAq9PQ3nDNfxuIqkI6aCvuWO63HFCKcFvqStP%2B23M7DApa3FK5fp9koimtF6X%2F0Nu6TtZ9hjoQ%3D%3D%7Ctkp%3ABk9SR_i_j8uAZg,https://i.ebayimg.com/images/g/dUAAAeSwRidobWGF/s-l500.webp," 119,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
"Qin F21 Pro Smart Touchscreen Telefon Wifi 4G + 2,8 Zoll",https://www.ebay.de/itm/226693995136?_skw=phones&itmmeta=01K02B3VYV83W66ZSJTBYBCXTQ&hash=item34c803da80:g:MwsAAOSwMF9n9~f5&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eErzyo3Zd8Id5w%2BHPblsvnLUVg5whYGDNyweLmOUgAmsFdBTKRw8LruOjGMQA5AfEYA4g0dmenDE9v5sd0GRtj8iWWse0GmOIxr00EblIYVFIct5muJF%2FzHD58eJ%2Bin6nC2tPtfiipx4Xr3opp9blcOrC5znQ5ft4nQK5sWun7A0mISm4TEq%2Bk846Q9Te0q91Y55l1zc7P%2B9BTi7PhFpsPyIakjM2CTG5lOBe%2Bz13JFHBfd5PthCYjdu4D3e8CuGbwlOr6GB9FfF0ue8Ujj%2Foj%7Ctkp%3ABFBM-L-Py4Bm,https://i.ebayimg.com/images/g/MwsAAOSwMF9n9~f5/s-l500.webp," 183,54",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
"Nokia 7650 NHL-2NA volle Funktion, Händler, Komplett Accu Neu Garantie Geprüft",https://www.ebay.de/itm/205552704338?_skw=phones&itmmeta=01K02B3VYVSFAAC8K7CYCGDC3Y&hash=item2fdbe55b52:g:Z64AAeSwCHZoSXzf&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1d2lNaMK8Slpcxr7cwo9WLitcY0ppZdc60u2%2Fco9Utky1apq%2Fk2aVIqZx1aGoEkKdC49BK%2BZgjgNOgT60rhUbUXQU%2FJRycMeOVoHJ6jQXb%2B2%2Fe4loCUnMbeXO8wENsdcqtxZm%2BiKFehEbGIZDB%2Bq%2FQom%2BqrcFwKPRlATqn5Iv5cEDvrIuRzEbecjl0LPfsQa8UCaXIKRcPo4pJkx7V6kmQsoE0sI3oy71CIv4zr6us6z5lTAhtgZ4FbWY5YAakZdjiJ842eGrACNwWB1mHMCqeb%7Ctkp%3ABFBM-L-Py4Bm,https://i.ebayimg.com/images/g/Z64AAeSwCHZoSXzf/s-l500.webp," 69,90",Gratis 1-2 Tage Lieferung,N/A,Return Not Possible,Direkt von store,0,
NOTING Phone (2a) 256 GB Milch Dual SIM,https://www.ebay.de/itm/157102354716?_skw=phones&itmmeta=01K02B3VYVBPET698H80CK4H8N&hash=item249407b11c:g:eREAAeSw3tRoZpGA&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d3cJnb3FYtW6%2BIWUqyiUS%2BKUvDjfv9K9CzucJXEhZxj4k1w8LMh2WwYSkiwwtaSpDWdc4e9chXRchg5t16CZBAlxQRisE%2B%2BCBjOroUH3jW0l2a0hklGGh8YycCZzKDyScuEcBNwWeetRQBbiIzqaytkVzwj5jD0aGZrMYUIKo6Y24ECuV6S35%2FaKT3moYpFGs1sxSHo0efmMCAflqdQGKnNfzOOu4fxuNvz5vgQQScJw%3D%3D%7Ctkp%3ABk9SR_q_j8uAZg,https://i.ebayimg.com/images/g/eREAAeSw3tRoZpGA/s-l500.webp," 245,90",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Seller Pays Return Shipping,Direkt von store,0,
Old Phone • Tastenhandy • Edelstahl • Nokia  6300 • getestet • funktioniert ✅✅✅,https://www.ebay.de/itm/205246148464?_skw=phones&itmmeta=01K02B3VYW3ZCPYEY64E1RB1XX&hash=item2fc99faf70:g:1KsAAOSwzrNnk8UF&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eADkxbQQqR91JCkg3obVVwo7fa99o95S5RNEbkiOEOsbmMnlagNvMlRVMayoxfd7ycpc%2F3lcm%2BYDsH7Jt9PPUOZENopt5YXm1V02dUc7wOJjO57dFSIdwl472GIsCkLRUv4BnRlSCX9P%2FUUchujeFjrGxgmn4h50qL%2B4IDgZFcU0jmlkkavwDzBaxGWZniuKU%2FdaIOTbCNE29dWdpA7MWJcFeztljIniJzNjULmjTtDg%3D%3D%7Ctkp%3ABk9SR_q_j8uAZg,https://i.ebayimg.com/images/g/1KsAAOSwzrNnk8UF/s-l500.webp," 25,41",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Nokia  Lumia 1020 - 32GB - Weiß (Ohne Simlock) Smartphone,https://www.ebay.de/itm/325793283704?_skw=phones&epid=178057548&itmmeta=01K02B3VYW0YN4RTFMWAYBJ2ZB&hash=item4bdacafe78:g:OQUAAOSwRLFk7yQJ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cwwavk9z6dDz0bReXZef1tQs3ppB65qqykb9gE6vzf1wnmURA9yEOcVCjTrNYPQp4YhAZlPd6gHV3bwfS4H08Y%2FPjDAgN3jCKeancN9ZC77J07JEAbdoc9SgFDdAuc57ErhkVXawokRGCk5ZkdK7iDVoES7yviSOty7kPuMCTZ%2Fn5Q2wVHy88pQ8biTnSffVXya2r4tI7vk%2Bgj2KnVUcfwcRFZV5OU5ftiiNV4pg%2FXl6aZLWFGjhy1TDCqcnIk826rEkFgUR%2Fm%2BJFnTHxKG0bM%7Ctkp%3ABk9SR_q_j8uAZg,https://i.ebayimg.com/images/g/OQUAAOSwRLFk7yQJ/s-l500.webp," 119,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Neues AngebotApple iPhone 12 Mini 128GB weiß Optisch neuwertig technisch hervorragend,https://www.ebay.de/itm/146704526360?_skw=phones&epid=14042294947&itmmeta=01K02B3VYWAH9FYFXRWM7R6VK7&hash=item2228456c18:g:4~gAAeSwNSJocpNZ&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eebXlboltZ%2FPlyuVL07fJpAajhA9EhlzykhcIxjHH2%2BnEBWyfvYstHhBOnZaO7WWqm8WEiQO3sEtoPW11f7TUc5qc5TR6We2j7ggQGXZjFxSCIbb2Th8gxWu88s8DzRY0dbhrdkR0GG1GlCr%2BdeuLajsM02FQS3mdisbYuUYbhhtfFsT7hGKLGKQZ9p96vd3VZYE0aNbFy9WQMgnaRWoWnPmIxy36ZiG7PpgvwGkXfYA%3D%3D%7Ctkp%3ABk9SR_q_j8uAZg,https://i.ebayimg.com/images/g/4~gAAeSwNSJocpNZ/s-l500.webp," 224,90",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Teufel MASSIVE Hi-Fi Kopfhörer Headset Musik Stereo Klinke Headphones Over Ear,https://www.ebay.de/itm/293563056226?_skw=phones&itmmeta=01K00FBEBVYZ9FA1HZ62BGGAVF&hash=item4459b8c062:g:GQcAAOSwd8piQb~8&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cIYDhmrqdJG%2FEfy7a16PAaj34tbjt4jwaEPoKLPOfeaFJZCb9zHq1AHz6u1NVP4sZbMi%2Bh7rNqMpRLoFdnJysiIfBeQP8XdthKwK9%2BoetSzNBNPra0zJLkk2zRESEQLcba%2BkvoB03N3ZUk6tpGrUa7cJ%2FKOKRKceJWa5rjE%2BXuX1hbbWzei%2BQYnhvkBDFEfC6GhayIuB40x6j8VIMh%2B%2FDnmXdNzGXsqfOfu%2BDPUq3hRbE%2FFSf9RwBv8MVi%2BXpsk7MiOoX4RFhlpNPKYevK2afu%7Ctkp%3ABk9SR77mrY-AZg,https://i.ebayimg.com/images/g/GQcAAOSwd8piQb~8/s-l500.webp," 87,99",Gratis 1-2 Tage Lieferung,N/A,Seller Pays Return Shipping,Direkt von TEUFEL,0,
Google Pixel 8 (Beschreibung lesen) (entsperrt) 128GB Android Handy,https://www.ebay.de/itm/187405945668?_skw=phones&itmmeta=01K02B3VYW89EDZMEZNDHVYAVV&hash=item2ba243cb44:g:~hIAAeSwAdlocZ-8&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eELQfWPCpoECQvQ%2F9luxwlTpX3xjyHdpdrMF9B%2Bc0waf2yPz%2BV%2Bcwl3xVi7OHN%2BHaK7bYNRKy2zlLvxEAAhfu8eDmhZY606pRFCT%2FJqed%2B%2BHQrDnO7%2FCKq6oObOTnxPtmS%2FlnS%2FIGs7sf1xJ346mIcNiwn18eMDx%2BjSVfKx8AeFq50cqdp4VxufEbrtuxY65ZOv8MOMzYIb7Khk13K5PKntexonWakfEBMNj%2FTZ9vb%2FQ%3D%3D%7Ctkp%3ABk9SR_q_j8uAZg,https://i.ebayimg.com/images/g/~hIAAeSwAdlocZ-8/s-l500.webp," 196,23",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
"Ulefone Armor 27T Pro 5G Rugged Phone 24GB+256G Thermal Imaging 50MP 6.78"" 120Hz",https://www.ebay.de/itm/296917315856?_skw=phones&itmmeta=01K02B3VYWVGBNMWX3WJG1JHTT&hash=item4521a6b110:g:LckAAOSw9ExnYDyh&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cmkCVwTpRoGozSs%2FLa0agkKt%2FaTYdn8iXBRHgxyqjwsrDD1lWkAP8L9CHXyRvG1ZTFOR6fV4NsIy4Ur9Ccm%2BFU5OCWOYWnw2X7V6srVtViwo1TpqKafxRLpRZZbE83%2BH7nacVl6iBblruawTv4d9E1%2BXaFyl8TKuKESSaZrnnGfy3vHXCQE5%2BzWSdtXw5jDe8ya6nsBwPFdVg2ZlBKRx2KAUcloMWDKxN0aLiq1QiSRy4wzFSRfrWl%2FDECXa16O6GFmlahBFEp4jhNHKvLeX9q%7Ctkp%3ABk9SR_q_j8uAZg,https://i.ebayimg.com/images/g/LckAAOSw9ExnYDyh/s-l500.webp," 369,99",Not Applicable,N/A,Return Not Possible,Direkt von store,16,
Nothing Phone 1 mit Riss u. Fingerabdruck-defekt 256GB Weiß,https://www.ebay.de/itm/388686096384?_skw=phones&itmmeta=01K02B3VYW7AR5RX5D592E2B0N&hash=item5a7f7f2800:g:x98AAeSwD-5obci2&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f9pxf4Xv4%2ByaxnwxUgm%2FZuucWDssUsYpvuZTp3MVj%2BB5LdHoosCQ7dzLvXEoiWCAuDObzgIgUKIRCsCqbfq33%2FOmM8%2FngZqAU8TJpWzVcRswlQ%2BXb%2Fp42qpg%2F3%2BJksrCxB3EwoTHNyFWUU3HYVNcC7b8qE2V3rXJDPipeMu%2Fy%2F4meWKd54skVvkD4TUD%2FkFgOJF6Mfm7PDSpu%2Fx99a2PltIZWWlkQO%2FN900qJCarplwQ%3D%3D%7Ctkp%3ABk9SR_q_j8uAZg,https://i.ebayimg.com/images/g/x98AAeSwD-5obci2/s-l500.webp," 119,90",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
SIM GSM L8Star BM10 Mini Handy Echtes Telefon Bluetooth Kein Simlock Phone Dual,https://www.ebay.de/itm/316884746019?_skw=phones&itmmeta=01K02B3VYW5V2NB68B2NQJZYVP&hash=item49c7cd7f23:g:-KMAAOSw0AloOZ1~&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ew0SsXnz7kysJgzZrbgNQYcCHkGkcR7RB0ciWclw%2BU3g9SC41%2Bdo9hqEkZ09t%2Fm2ilfvnkLQzglWt9QShabZj8qX%2BkjOcz4dkF6ck4VjOz0Q%2FDFmYyc6o%2B9HicbNzpZUCVtw7lRAZGKAUUMWV1190wc4Fk6TvhLJxZAUzAwXvh1WGu8DmO8bZLJYZQm0yZeIg1caB2vjr2isqfoI%2BmPfYcMS6PymA4hAdcFzs9tQshxA%3D%3D%7Ctkp%3ABk9SR_q_j8uAZg,https://i.ebayimg.com/images/g/-KMAAOSw0AloOZ1~/s-l500.webp," 14,27bis 15,46",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
"My Phone 6320 Dual SIM - 2.4"" Display, 1000mAh, 32MB Speicher, Schwarz",https://www.ebay.de/itm/205407777412?_skw=phones&itmmeta=01K02B3VYWJZYGN8VADBP68SMZ&hash=item2fd341f284:g:gmgAAOSw8ZFn95J5&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cnVZ3COOPOfcyprhOFg%2BlyphZhy15fKjNqreOjtXlKxYp6ErrOJ%2B81egb1nBj4Fne9qBSh%2B9f2RGcrXXFDkIcku%2FIB%2FiFVGIGgdtlN0h6acucE2X0z28YMeuxYmXjYPwJYV7fE8oxqZewaaRYXpIH9fQT0eHdk7fbBeVQekGihL4AwML8H0mIPHZBp46mRZu%2FWXcJ89%2FbZp7l6ndW5PDme%2FV3cGRdcXNtmf%2FKr3ULBZPAmtBOh0uSCrpG%2Bqr1%2BGnLw0fejemc8xt7DwS6EsAGX%7Ctkp%3ABFBM-r-Py4Bm,https://i.ebayimg.com/images/g/gmgAAOSw8ZFn95J5/s-l500.webp," 34,99",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
telefon,https://www.ebay.de/itm/365554992877?_skw=phones&itmmeta=01K02B3VYWN2GB4CMECBMGGZ4G&hash=item551cc686ed:g:bvUAAOSwIDNoB15F&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1csN1rRos2CChNCpCap58My%2FjOmqt%2F5iPN1Q7oswwNNArvWOtiXAW4wm24jhuULXuGD2yMEnSZNQ1zoM5j7FaQHUDN66wfPrDIALyuly4gvj%2BYklTwT05MdCmlySoco0mNioo%2BbV0275zAFPo67iMazPJTP2E6MM%2FhgEQd9n0vRxy%2FVK7rA943g07lef3Jj5VppeC0ghlvX8GSt5H7JQqTBB8CRALol6yzA5traAc2spxktFUYWZ%2FyqLuKa5l0XwviukwMFj%2FX4H4Xf%2BpKyJl7h%7Ctkp%3ABFBM-r-Py4Bm,https://i.ebayimg.com/images/g/bvUAAOSwIDNoB15F/s-l500.webp," 57,71",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
